qd6_libre_amarillo_chillon
Integration time [ms]:  500,00
Averaging Nr. [scans]: 1
Smoothing Nr. [pixels]: 0
Data measured with spectrometer [name]: 1412150E1
Wave   ;Sample   ;Dark     ;Reference;Scope
[nm]   ;[counts] ;[counts] ;[counts] 
 491,75; 1606,000; 1108,000;    0,000
 492,04; 1615,000; 1019,000;    0,000
 492,32; 2300,000; 1572,000;    0,000
 492,60; 2264,000; 1277,000;    0,000
 492,88; 1527,000;  546,000;    0,000
 493,16; 1783,000; 1183,000;    0,000
 493,44; 1769,000; 1190,000;    0,000
 493,72; 1898,000; 1215,000;    0,000
 494,01; 1832,000; 1253,000;    0,000
 494,29; 1481,000;  670,000;    0,000
 494,57; 1539,000;  978,000;    0,000
 494,85; 1920,000; 1096,000;    0,000
 495,13; 1763,000; 1000,000;    0,000
 495,41; 1968,000; 1100,000;    0,000
 495,69; 1686,000;  984,000;    0,000
 495,98; 2213,000; 1656,000;    0,000
 496,26; 2296,000; 1577,000;    0,000
 496,54; 1541,000;  881,000;    0,000
 496,82; 1940,000; 1181,000;    0,000
 497,10; 1497,000;  793,000;    0,000
 497,38; 1926,000; 1119,000;    0,000
 497,66; 1426,000;  570,000;    0,000
 497,94; 1588,000;  979,000;    0,000
 498,22; 1756,000; 1214,000;    0,000
 498,51; 1728,000;  931,000;    0,000
 498,79; 2025,000; 1581,000;    0,000
 499,07; 1591,000;  894,000;    0,000
 499,35; 1324,000;  727,000;    0,000
 499,63; 1578,000;  880,000;    0,000
 499,91; 1882,000; 1169,000;    0,000
 500,19; 1900,000; 1241,000;    0,000
 500,47; 1743,000;  728,000;    0,000
 500,75; 1914,000; 1050,000;    0,000
 501,03; 1787,000; 1307,000;    0,000
 501,31; 2037,000; 1267,000;    0,000
 501,60; 2260,000; 1486,000;    0,000
 501,88; 1801,000;  881,000;    0,000
 502,16; 2069,000; 1204,000;    0,000
 502,44; 2131,000; 1392,000;    0,000
 502,72; 1608,000; 1057,000;    0,000
 503,00; 1974,000; 1416,000;    0,000
 503,28; 1478,000;  914,000;    0,000
 503,56; 1480,000;  821,000;    0,000
 503,84; 1581,000; 1049,000;    0,000
 504,12; 2082,000; 1353,000;    0,000
 504,40; 1505,000; 1011,000;    0,000
 504,68; 1417,000;  800,000;    0,000
 504,96; 1538,000;  796,000;    0,000
 505,24; 2312,000; 1769,000;    0,000
 505,52; 1695,000; 1142,000;    0,000
 505,80; 1896,000; 1290,000;    0,000
 506,08; 1758,000; 1035,000;    0,000
 506,36; 1915,000; 1397,000;    0,000
 506,65; 1958,000; 1388,000;    0,000
 506,93; 2287,000; 1568,000;    0,000
 507,21; 1796,000; 1160,000;    0,000
 507,49; 2113,000; 1362,000;    0,000
 507,77; 1673,000; 1248,000;    0,000
 508,05; 1937,000; 1345,000;    0,000
 508,33; 1835,000; 1441,000;    0,000
 508,61; 2172,000; 1199,000;    0,000
 508,89; 1890,000; 1634,000;    0,000
 509,17; 2020,000; 1345,000;    0,000
 509,45; 2034,000; 1494,000;    0,000
 509,73; 1819,000; 1355,000;    0,000
 510,01; 1896,000; 1561,000;    0,000
 510,29; 2187,000; 1762,000;    0,000
 510,57; 1938,000; 1536,000;    0,000
 510,85; 2411,000; 1862,000;    0,000
 511,13; 2051,000; 1795,000;    0,000
 511,41; 2446,000; 1925,000;    0,000
 511,69; 2209,000; 2082,000;    0,000
 511,97; 2277,000; 2019,000;    0,000
 512,25; 2453,000; 2184,000;    0,000
